id,dataset,split,aspect_category,sentiment_polarity,mami_shaming,mami_stereotype,mami_objectification,mami_violence,mis_aggressiveDE,mis_ironicDE,mis_misogynisticCS
mami_2945,MAMI,train,Violence,negative,0,0,1,1,,,
mami_8603,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2751,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8532,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13297,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2411,MAMI,train,Violence,negative,0,1,1,1,,,
mami_11196,MAMI,train,Violence,negative,1,1,0,1,,,
mami_2230,MAMI,train,Violence,negative,0,1,1,1,,,
mami_40,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2041,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9998,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10515,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2319,MAMI,train,Violence,negative,1,1,0,1,,,
mami_6269,MAMI,train,Violence,negative,0,0,0,1,,,
mami_169,MAMI,train,Violence,negative,0,1,0,1,,,
mami_959,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4970,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3268,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2483,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7600,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1969,MAMI,train,Violence,negative,1,1,1,1,,,
mami_5732,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8644,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1836,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3370,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4534,MAMI,train,Violence,negative,0,0,0,1,,,
mami_282,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3468,MAMI,train,Violence,negative,0,1,0,1,,,
mami_441,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6362,MAMI,train,Violence,negative,0,0,0,1,,,
mami_215,MAMI,train,Violence,negative,0,1,1,1,,,
mami_11424,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3133,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6363,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3887,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3643,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4579,MAMI,train,Violence,negative,0,0,1,1,,,
mami_9068,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1576,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9502,MAMI,train,Violence,negative,0,0,0,1,,,
mami_8084,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9108,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10382,MAMI,train,Violence,negative,0,0,1,1,,,
mami_849,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1229,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8221,MAMI,train,Violence,negative,0,0,1,1,,,
mami_7580,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7269,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6141,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4746,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1472,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2543,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9659,MAMI,train,Violence,negative,0,0,1,1,,,
mami_5750,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6983,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1509,MAMI,train,Violence,negative,1,0,1,1,,,
mami_1867,MAMI,train,Violence,negative,0,1,0,1,,,
mami_713,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4298,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1426,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1334,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3900,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2566,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2679,MAMI,train,Violence,negative,1,1,1,1,,,
mami_11401,MAMI,train,Violence,negative,0,1,0,1,,,
mami_167,MAMI,train,Violence,negative,1,1,1,1,,,
mami_10261,MAMI,train,Violence,negative,0,0,1,1,,,
mami_5180,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3115,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3763,MAMI,train,Violence,negative,0,1,0,1,,,
mami_852,MAMI,train,Violence,negative,0,1,1,1,,,
mami_161,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2724,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1544,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2350,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8004,MAMI,train,Violence,negative,0,0,0,1,,,
mami_14,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1194,MAMI,train,Violence,negative,1,0,0,1,,,
mami_372,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3358,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1454,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1309,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7271,MAMI,train,Violence,negative,1,0,1,1,,,
mami_747,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7866,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4656,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1654,MAMI,train,Violence,negative,0,1,1,1,,,
mami_11479,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2815,MAMI,train,Violence,negative,0,1,0,1,,,
mami_141,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3943,MAMI,train,Violence,negative,0,0,0,1,,,
mami_370,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13243,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6160,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2365,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8272,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9705,MAMI,train,Violence,negative,0,0,0,1,,,
mami_429,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3610,MAMI,train,Violence,negative,0,1,0,1,,,
mami_50,MAMI,train,Violence,negative,0,0,1,1,,,
mami_11085,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11652,MAMI,train,Violence,negative,0,0,1,1,,,
mami_10949,MAMI,train,Violence,negative,1,0,0,1,,,
mami_4885,MAMI,train,Violence,negative,0,0,0,1,,,
mami_694,MAMI,train,Violence,negative,1,1,1,1,,,
mami_5683,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6435,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2370,MAMI,train,Violence,negative,1,1,0,1,,,
mami_11509,MAMI,train,Violence,negative,0,0,1,1,,,
mami_13060,MAMI,train,Violence,negative,0,0,0,1,,,
mami_5776,MAMI,train,Violence,negative,0,0,1,1,,,
mami_25,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8555,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1159,MAMI,train,Violence,negative,1,1,0,1,,,
mami_5496,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8381,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1508,MAMI,train,Violence,negative,0,1,0,1,,,
mami_346,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8284,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2120,MAMI,train,Violence,negative,1,0,1,1,,,
mami_834,MAMI,train,Violence,negative,1,1,0,1,,,
mami_7359,MAMI,train,Violence,negative,0,0,0,1,,,
mami_843,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1002,MAMI,train,Violence,negative,1,1,1,1,,,
mami_10187,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10897,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3752,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2600,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1027,MAMI,train,Violence,negative,1,1,0,1,,,
mami_2228,MAMI,train,Violence,negative,0,1,1,1,,,
mami_458,MAMI,train,Violence,negative,1,1,0,1,,,
mami_11000,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5002,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2989,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2185,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8266,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2322,MAMI,train,Violence,negative,0,1,0,1,,,
mami_11146,MAMI,train,Violence,negative,0,0,1,1,,,
mami_4630,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3116,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1887,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1770,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7400,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3259,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1684,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9321,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6295,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9593,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10727,MAMI,train,Violence,negative,1,0,0,1,,,
mami_10094,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11518,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11488,MAMI,train,Violence,negative,0,0,0,1,,,
mami_347,MAMI,train,Violence,negative,0,1,1,1,,,
mami_253,MAMI,train,Violence,negative,1,1,1,1,,,
mami_1858,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2017,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9800,MAMI,train,Violence,negative,0,0,0,1,,,
mami_987,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6629,MAMI,train,Violence,negative,0,1,0,1,,,
mami_947,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3837,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3349,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3605,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3311,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9112,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2642,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2457,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6436,MAMI,train,Violence,negative,0,0,1,1,,,
mami_11309,MAMI,train,Violence,negative,0,0,0,1,,,
mami_112,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3735,MAMI,train,Violence,negative,0,1,0,1,,,
mami_871,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3150,MAMI,train,Violence,negative,1,1,1,1,,,
mami_450,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1218,MAMI,train,Violence,negative,1,1,0,1,,,
mami_362,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13465,MAMI,train,Violence,negative,0,0,1,1,,,
mami_983,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1705,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3847,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1871,MAMI,train,Violence,negative,0,1,0,1,,,
mami_136,MAMI,train,Violence,negative,1,1,0,1,,,
mami_9926,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10121,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6630,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7425,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3255,MAMI,train,Violence,negative,0,1,0,1,,,
mami_57,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13321,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9242,MAMI,train,Violence,negative,1,0,0,1,,,
mami_5354,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6111,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4463,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8779,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6042,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13108,MAMI,train,Violence,negative,0,1,0,1,,,
mami_11183,MAMI,train,Violence,negative,0,0,1,1,,,
mami_4772,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1115,MAMI,train,Violence,negative,1,1,1,1,,,
mami_2005,MAMI,train,Violence,negative,1,1,1,1,,,
mami_10250,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2749,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5023,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2053,MAMI,train,Violence,negative,0,0,0,1,,,
mami_872,MAMI,train,Violence,negative,0,1,1,1,,,
mami_498,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3609,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5185,MAMI,train,Violence,negative,0,0,0,1,,,
mami_5632,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2049,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1271,MAMI,train,Violence,negative,1,1,1,1,,,
mami_3345,MAMI,train,Violence,negative,1,0,1,1,,,
mami_3446,MAMI,train,Violence,negative,0,1,0,1,,,
mami_527,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13153,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2010,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4607,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3336,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1852,MAMI,train,Violence,negative,1,1,0,1,,,
mami_343,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5802,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4473,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2705,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1113,MAMI,train,Violence,negative,1,0,1,1,,,
mami_13189,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2843,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2317,MAMI,train,Violence,negative,0,1,1,1,,,
mami_14010,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1353,MAMI,train,Violence,negative,1,1,0,1,,,
mami_467,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1416,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13285,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1183,MAMI,train,Violence,negative,0,1,1,1,,,
mami_457,MAMI,train,Violence,negative,1,1,1,1,,,
mami_9059,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2553,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6079,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5428,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3861,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1966,MAMI,train,Violence,negative,1,1,0,1,,,
mami_4669,MAMI,train,Violence,negative,0,0,0,1,,,
mami_969,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1097,MAMI,train,Violence,negative,0,1,0,1,,,
mami_381,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4044,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6926,MAMI,train,Violence,negative,0,1,1,1,,,
mami_331,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8216,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10760,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2948,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8324,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13120,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7413,MAMI,train,Violence,negative,0,0,1,1,,,
mami_7062,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3931,MAMI,train,Violence,negative,0,0,1,1,,,
mami_5966,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5741,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4100,MAMI,train,Violence,negative,0,0,1,1,,,
mami_8889,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1549,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1428,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3985,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3773,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2690,MAMI,train,Violence,negative,0,1,1,1,,,
mami_6998,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4926,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1870,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7849,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10532,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9044,MAMI,train,Violence,negative,0,0,0,1,,,
mami_8362,MAMI,train,Violence,negative,0,0,1,1,,,
mami_6425,MAMI,train,Violence,negative,0,0,1,1,,,
mami_5540,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3195,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7338,MAMI,train,Violence,negative,0,0,0,1,,,
mami_583,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3458,MAMI,train,Violence,negative,0,1,0,1,,,
mami_389,MAMI,train,Violence,negative,1,1,1,1,,,
mami_5375,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2729,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1336,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7411,MAMI,train,Violence,negative,0,0,0,1,,,
mami_485,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3587,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2437,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1231,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10984,MAMI,train,Violence,negative,0,0,0,1,,,
mami_440,MAMI,train,Violence,negative,0,0,1,1,,,
mami_8913,MAMI,train,Violence,negative,0,0,1,1,,,
mami_9670,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1421,MAMI,train,Violence,negative,1,1,0,1,,,
mami_999,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1886,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8263,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9910,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2607,MAMI,train,Violence,negative,1,1,0,1,,,
mami_7502,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1563,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1744,MAMI,train,Violence,negative,0,1,0,1,,,
mami_769,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5805,MAMI,train,Violence,negative,0,0,0,1,,,
mami_421,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8196,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3137,MAMI,train,Violence,negative,1,0,0,1,,,
mami_2179,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3787,MAMI,train,Violence,negative,0,1,0,1,,,
mami_11551,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1026,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3944,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2525,MAMI,train,Violence,negative,0,1,0,1,,,
mami_121,MAMI,train,Violence,negative,0,1,0,1,,,
mami_901,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3330,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2237,MAMI,train,Violence,negative,1,1,1,1,,,
mami_3371,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2357,MAMI,train,Violence,negative,0,1,1,1,,,
mami_6599,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9974,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3802,MAMI,train,Violence,negative,0,1,0,1,,,
mami_766,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3611,MAMI,train,Violence,negative,0,1,0,1,,,
mami_496,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1128,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9558,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3143,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4166,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7431,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10687,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2289,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3511,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7807,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1141,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1094,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2030,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9539,MAMI,train,Violence,negative,0,0,0,1,,,
mami_829,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1375,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2038,MAMI,train,Violence,negative,0,1,1,1,,,
mami_647,MAMI,train,Violence,negative,0,1,1,1,,,
mami_844,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1945,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1970,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1011,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7045,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3306,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2980,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9570,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4281,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1989,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4913,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2459,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7606,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1498,MAMI,train,Violence,negative,1,1,1,1,,,
mami_14155,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2925,MAMI,train,Violence,negative,1,1,1,1,,,
mami_9725,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9509,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1561,MAMI,train,Violence,negative,0,1,0,1,,,
mami_911,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2410,MAMI,train,Violence,negative,0,1,0,1,,,
mami_885,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8624,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2057,MAMI,train,Violence,negative,1,0,1,1,,,
mami_449,MAMI,train,Violence,negative,0,1,1,1,,,
mami_8709,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1803,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3134,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2056,MAMI,train,Violence,negative,1,1,1,1,,,
mami_4229,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6602,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9296,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3039,MAMI,train,Violence,negative,0,1,0,1,,,
mami_616,MAMI,train,Violence,negative,0,1,1,1,,,
mami_10852,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1894,MAMI,train,Violence,negative,0,1,0,1,,,
mami_11511,MAMI,train,Violence,negative,0,1,0,1,,,
mami_482,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2703,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5606,MAMI,train,Violence,negative,0,0,1,1,,,
mami_384,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4417,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3090,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7398,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3877,MAMI,train,Violence,negative,0,1,0,1,,,
mami_11444,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3469,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1528,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2834,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2833,MAMI,train,Violence,negative,0,0,1,1,,,
mami_557,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10336,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5527,MAMI,train,Violence,negative,1,0,1,1,,,
mami_1573,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2608,MAMI,train,Violence,negative,0,1,1,1,,,
mami_6228,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10361,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10821,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1911,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3174,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3435,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13498,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3612,MAMI,train,Violence,negative,0,1,1,1,,,
mami_329,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1190,MAMI,train,Violence,negative,0,1,0,1,,,
mami_388,MAMI,train,Violence,negative,0,1,1,1,,,
mami_6586,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3596,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2068,MAMI,train,Violence,negative,0,1,0,1,,,
mami_895,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1913,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3959,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13225,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10520,MAMI,train,Violence,negative,0,0,0,1,,,
mami_8342,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1120,MAMI,train,Violence,negative,1,1,0,1,,,
mami_5277,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7870,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9701,MAMI,train,Violence,negative,0,1,0,1,,,
mami_37,MAMI,train,Violence,negative,0,0,1,1,,,
mami_15,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9706,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3092,MAMI,train,Violence,negative,1,1,1,1,,,
mami_10272,MAMI,train,Violence,negative,0,0,0,1,,,
mami_24,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3662,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2217,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1052,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4489,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2855,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8539,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3588,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1564,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3826,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1096,MAMI,train,Violence,negative,0,1,0,1,,,
mami_6367,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9639,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5829,MAMI,train,Violence,negative,0,0,0,1,,,
mami_5350,MAMI,train,Violence,negative,0,0,1,1,,,
mami_273,MAMI,train,Violence,negative,1,1,0,1,,,
mami_6977,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10377,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10940,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5768,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1743,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5943,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1261,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2990,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3834,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3417,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7309,MAMI,train,Violence,negative,0,0,1,1,,,
